doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00004651,करिश्मा,Hill,Psychiatry,15913166384,11,HOSP-ITA-00140,University Hospital Federico II,dr.करिश्मा.hill@universityhospitalfe.com,3.34,65.81
DOC-00004652,Emiliana,Rogers,Neurology,(01632) 960 824,5,HOSP-ITA-00140,University Hospital Federico II,dr.emiliana.rogers@universityhospitalfe.com,2.49,52.14
DOC-00004653,Susan,Lebon,Psychiatry,18206656281,9,HOSP-ITA-00140,University Hospital Federico II,dr.susan.lebon@universityhospitalfe.com,3.49,70.48
DOC-00004654,Brent,Pinto,Anesthesiology,+55 (084) 0232-3253,17,HOSP-ITA-00140,University Hospital Federico II,dr.brent.pinto@universityhospitalfe.com,3.71,71.25
DOC-00004655,Cassandra,Kranz,Obstetrics,+61.2.9916.0449,7,HOSP-ITA-00140,University Hospital Federico II,dr.cassandra.kranz@universityhospitalfe.com,3.14,69.66
DOC-00004656,Laura,Camilleri,Infectious Disease,+1 (200) 899-0156,17,HOSP-ITA-00140,University Hospital Federico II,dr.laura.camilleri@universityhospitalfe.com,3.66,67.16
DOC-00004657,Lucas,آل رفيع,Hematology,+91 4296644067,10,HOSP-ITA-00140,University Hospital Federico II,dr.lucas.آل رفيع@universityhospitalfe.com,2.63,55.13
DOC-00004658,Daniel,آل رفيع,Surgery,(321)886-9690,7,HOSP-ITA-00140,University Hospital Federico II,dr.daniel.آل رفيع@universityhospitalfe.com,2.94,65.07
DOC-00004659,丽,الراشد,Surgery,0251866813,4,HOSP-ITA-00140,University Hospital Federico II,dr.丽.الراشد@universityhospitalfe.com,2.29,50.04
DOC-00004660,Cody,Robson,Psychiatry,(01593) 70568,5,HOSP-ITA-00140,University Hospital Federico II,dr.cody.robson@universityhospitalfe.com,2.75,48.85
DOC-00004661,آلاء,Miller,Psychiatry,18646081738,9,HOSP-ITA-00140,University Hospital Federico II,dr.آلاء.miller@universityhospitalfe.com,2.91,66.59
DOC-00004662,상철,박,Urology,044-862-6351,22,HOSP-ITA-00140,University Hospital Federico II,dr.상철.박@universityhospitalfe.com,3.84,76.23
DOC-00004663,Amanda,Ruiz,Ophthalmology,+1 (841) 535-9748,4,HOSP-ITA-00140,University Hospital Federico II,dr.amanda.ruiz@universityhospitalfe.com,3.16,59.14
DOC-00004664,Shirley,Lewis,Ophthalmology,13618715098,11,HOSP-ITA-00140,University Hospital Federico II,dr.shirley.lewis@universityhospitalfe.com,3.22,68.46
DOC-00004665,Grace,Grant,Surgery,7403059395,12,HOSP-ITA-00140,University Hospital Federico II,dr.grace.grant@universityhospitalfe.com,3.43,75.51
DOC-00004666,현주,Patel,Psychiatry,42-1028-5645,9,HOSP-ITA-00140,University Hospital Federico II,dr.현주.patel@universityhospitalfe.com,2.56,55.84
DOC-00004667,Stéphane,Booth,Ophthalmology,521-879-8362,7,HOSP-ITA-00140,University Hospital Federico II,dr.stéphane.booth@universityhospitalfe.com,3.41,74.66
DOC-00004668,सीमा,Rousset,Oncology,+1-272-263-3578x2012,12,HOSP-ITA-00140,University Hospital Federico II,dr.सीमा.rousset@universityhospitalfe.com,3.15,65.28
DOC-00004669,सुनील,Hoffman,Obstetrics,+55 (061) 2415 5977,14,HOSP-ITA-00140,University Hospital Federico II,dr.सुनील.hoffman@universityhospitalfe.com,3.48,66.11
DOC-00004670,Éric,जेटली,Ophthalmology,943.388.6468x510,16,HOSP-ITA-00140,University Hospital Federico II,dr.éric.जेटली@universityhospitalfe.com,3.29,65.24
DOC-00004671,명숙,Siqueira,Internal Medicine,(08218) 59776,15,HOSP-ITA-00140,University Hospital Federico II,dr.명숙.siqueira@universityhospitalfe.com,3.22,68.59
DOC-00004672,नवीन,Martin,Ophthalmology,240.445.8758,9,HOSP-ITA-00140,University Hospital Federico II,dr.नवीन.martin@universityhospitalfe.com,3.31,74.39
DOC-00004673,Stephen,آل قصير,Gynecology,6366179088,9,HOSP-ITA-00140,University Hospital Federico II,dr.stephen.آل قصير@universityhospitalfe.com,2.99,50.56
DOC-00004674,林,Kelly,Ophthalmology,017-196-1813,11,HOSP-ITA-00140,University Hospital Federico II,dr.林.kelly@universityhospitalfe.com,2.76,53.36
DOC-00004675,Joanne,Koch II,Surgery,080-1994-2050,6,HOSP-ITA-00140,University Hospital Federico II,dr.joanne.koch ii@universityhospitalfe.com,2.93,54.96
DOC-00004676,Amor,नायर,Pulmonology,00-9969-8511,13,HOSP-ITA-00140,University Hospital Federico II,dr.amor.नायर@universityhospitalfe.com,2.99,58.59
DOC-00004677,瑞,Maestre,Ophthalmology,+33 2 37 44 49 70,14,HOSP-ITA-00140,University Hospital Federico II,dr.瑞.maestre@universityhospitalfe.com,2.89,64.18
DOC-00004678,ناهد,كانو,Ophthalmology,+34885 26 86 18,6,HOSP-ITA-00140,University Hospital Federico II,dr.ناهد.كانو@universityhospitalfe.com,3.24,72.39
DOC-00004679,Christina,Bennett,Psychiatry,02-0730-3774,5,HOSP-ITA-00140,University Hospital Federico II,dr.christina.bennett@universityhospitalfe.com,3.1,69.34
DOC-00004680,Nazaret,Robinson,Psychiatry,+1-888-822-4855,12,HOSP-ITA-00140,University Hospital Federico II,dr.nazaret.robinson@universityhospitalfe.com,3.36,75.22
DOC-00004681,شعلان,Kirk,Ophthalmology,+34 883 73 41 88,11,HOSP-ITA-00140,University Hospital Federico II,dr.شعلان.kirk@universityhospitalfe.com,2.71,60.72
DOC-00004682,Brandy,Abella,Rheumatology,+44292018846,21,HOSP-ITA-00140,University Hospital Federico II,dr.brandy.abella@universityhospitalfe.com,3.76,79.15
DOC-00004683,Gregory,이,Rheumatology,+34 900 756 512,6,HOSP-NET-00141,Erasmus MC,dr.gregory.이@erasmusmc.com,2.4,40.0
DOC-00004684,रति,الراشد,Pediatrics,+49(0) 530700477,8,HOSP-NET-00141,Erasmus MC,dr.रति.الراشد@erasmusmc.com,2.9,65.5
DOC-00004685,चन्दना,Torre,Obstetrics,13861528829,7,HOSP-NET-00141,Erasmus MC,dr.चन्दना.torre@erasmusmc.com,2.42,46.04
DOC-00004686,Resi,Muti,Anesthesiology,772-602-4018,9,HOSP-NET-00141,Erasmus MC,dr.resi.muti@erasmusmc.com,2.61,45.89
DOC-00004687,इन्द्रजित,Smith,Cardiology,+1 (360) 624-9478,13,HOSP-NET-00141,Erasmus MC,dr.इन्द्रजित.smith@erasmusmc.com,3.65,66.08
DOC-00004688,香織,Bermejo,Neurology,+34 734 091 277,9,HOSP-NET-00141,Erasmus MC,dr.香織.bermejo@erasmusmc.com,3.13,57.47
DOC-00004689,Dominique,马,Internal Medicine,+91 8811490853,5,HOSP-NET-00141,Erasmus MC,dr.dominique.马@erasmusmc.com,2.5,46.99
DOC-00004690,Melina,Vera,Neurology,09413077994,16,HOSP-NET-00141,Erasmus MC,dr.melina.vera@erasmusmc.com,3.61,74.47
DOC-00004691,सुभाष,आहूजा,Cardiology,019-393-4903,11,HOSP-NET-00141,Erasmus MC,dr.सुभाष.आहूजा@erasmusmc.com,2.7,57.04
DOC-00004692,Madeleine,Martins,Internal Medicine,(04611) 22092,8,HOSP-NET-00141,Erasmus MC,dr.madeleine.martins@erasmusmc.com,3.3,65.68
DOC-00004693,जयन्ती,المهيدب,Gynecology,+34 953842309,17,HOSP-NET-00141,Erasmus MC,dr.जयन्ती.المهيدب@erasmusmc.com,3.76,71.45
DOC-00004694,Benedikt,Peixoto,Internal Medicine,+61-476-925-586,8,HOSP-NET-00141,Erasmus MC,dr.benedikt.peixoto@erasmusmc.com,2.97,67.66
DOC-00004695,林,Pires,Cardiology,070-0326-0397,6,HOSP-NET-00141,Erasmus MC,dr.林.pires@erasmusmc.com,2.77,48.03
DOC-00004696,서현,Riou,Emergency Medicine,+34 710084439,12,HOSP-NET-00141,Erasmus MC,dr.서현.riou@erasmusmc.com,3.12,58.73
DOC-00004697,Susan,侯,Ophthalmology,688-686-3586,5,HOSP-NET-00141,Erasmus MC,dr.susan.侯@erasmusmc.com,2.61,60.45
DOC-00004698,영호,Baldwin,Anesthesiology,54-2172-5939,21,HOSP-NET-00141,Erasmus MC,dr.영호.baldwin@erasmusmc.com,3.81,77.97
DOC-00004699,Susanne,Johnson,Pediatrics,66-4942-0157,10,HOSP-NET-00141,Erasmus MC,dr.susanne.johnson@erasmusmc.com,3.0,65.84
DOC-00004700,하윤,Spencer,Ophthalmology,(081) 8653-1353,6,HOSP-NET-00141,Erasmus MC,dr.하윤.spencer@erasmusmc.com,3.06,58.53
DOC-00004701,桂花,Rowe,Internal Medicine,180 391 9420,6,HOSP-NET-00141,Erasmus MC,dr.桂花.rowe@erasmusmc.com,2.72,51.61
DOC-00004702,Jonathan,孙,Internal Medicine,(08)-2845-4317,8,HOSP-NET-00141,Erasmus MC,dr.jonathan.孙@erasmusmc.com,2.83,55.82
DOC-00004703,Vincenza,Ball,Neurology,+39 0731555624,11,HOSP-NET-00141,Erasmus MC,dr.vincenza.ball@erasmusmc.com,3.1,62.36
DOC-00004704,Giorgio,Ferrucci,Anesthesiology,001-460-860-2307,9,HOSP-NET-00141,Erasmus MC,dr.giorgio.ferrucci@erasmusmc.com,3.05,52.93
DOC-00004705,ऋषि,Tovar,Cardiology,13216789206,7,HOSP-NET-00141,Erasmus MC,dr.ऋषि.tovar@erasmusmc.com,2.88,53.0
DOC-00004706,جوين,فصيل,Emergency Medicine,+39 05236645310,10,HOSP-NET-00141,Erasmus MC,dr.جوين.فصيل@erasmusmc.com,3.39,66.5
DOC-00004707,Ashley,Smith,Internal Medicine,+44(0)808 157 0545,7,HOSP-NET-00141,Erasmus MC,dr.ashley.smith@erasmusmc.com,2.58,42.19
DOC-00004708,مرشد,Martinez,Pediatrics,01632 960 004,15,HOSP-NET-00141,Erasmus MC,dr.مرشد.martinez@erasmusmc.com,3.04,51.44
DOC-00004709,稔,वेंकटएसन,Pediatrics,+61-469-222-578,6,HOSP-NET-00141,Erasmus MC,dr.稔.वेंकटएसन@erasmusmc.com,3.3,56.97
DOC-00004710,Maitê,Pastor,Cardiology,+33 2 38 33 38 66,5,HOSP-NET-00141,Erasmus MC,dr.maitê.pastor@erasmusmc.com,2.3,45.52
DOC-00004711,विष्णु,Pires,Neurology,001-804-577-7098x886,6,HOSP-NET-00141,Erasmus MC,dr.विष्णु.pires@erasmusmc.com,3.03,51.4
DOC-00004712,Adelasia,Sanchez,Neurology,+39 336823348,5,HOSP-NET-00141,Erasmus MC,dr.adelasia.sanchez@erasmusmc.com,2.48,49.0
DOC-00004713,秀芳,Albero,Anesthesiology,787-794-8686,8,HOSP-NET-00141,Erasmus MC,dr.秀芳.albero@erasmusmc.com,2.57,57.78
DOC-00004714,Stephanie,Letellier,Neurology,7946465465,17,HOSP-NET-00141,Erasmus MC,dr.stephanie.letellier@erasmusmc.com,3.47,63.82
DOC-00004715,آلاء,Jackson,Ophthalmology,13355618350,8,HOSP-NET-00141,Erasmus MC,dr.آلاء.jackson@erasmusmc.com,3.32,59.13
DOC-00004716,Max,赵,Neurology,13130484841,4,HOSP-NET-00141,Erasmus MC,dr.max.赵@erasmusmc.com,3.02,61.16
DOC-00004717,瑜,이,Cardiology,033-266-7874,8,HOSP-NET-00141,Erasmus MC,dr.瑜.이@erasmusmc.com,3.36,73.78
DOC-00004718,بيسان,김,Ophthalmology,(928) 872-4007 x641,9,HOSP-NET-00141,Erasmus MC,dr.بيسان.김@erasmusmc.com,3.38,61.29
DOC-00004719,Brandon,Grifeo,Hematology,(972)628-5035,5,HOSP-NET-00141,Erasmus MC,dr.brandon.grifeo@erasmusmc.com,3.01,55.86
DOC-00004720,Juan,Smith,Anesthesiology,81 5867 5443,4,HOSP-NET-00141,Erasmus MC,dr.juan.smith@erasmusmc.com,3.23,70.18
DOC-00004721,गणेश,Wende,Internal Medicine,+39 05213649155,8,HOSP-NET-00141,Erasmus MC,dr.गणेश.wende@erasmusmc.com,2.9,55.95
DOC-00004722,فاضل,Perry,Ophthalmology,0121 4960945,13,HOSP-NET-00141,Erasmus MC,dr.فاضل.perry@erasmusmc.com,3.42,76.87
DOC-00004723,Lauren,Santi,Psychiatry,090-7797-5707,9,HOSP-NET-00141,Erasmus MC,dr.lauren.santi@erasmusmc.com,2.74,64.55
DOC-00004724,इन्दु,김,Surgery,(03)-1394-5743,3,HOSP-NET-00142,Maasstad Hospital,dr.इन्दु.김@maasstadhospital.com,2.77,58.76
DOC-00004725,花子,Ellis,Orthopedics,04873726915,16,HOSP-NET-00142,Maasstad Hospital,dr.花子.ellis@maasstadhospital.com,3.82,67.23
DOC-00004726,Nicole,Bradley,Surgery,01637438488,10,HOSP-NET-00142,Maasstad Hospital,dr.nicole.bradley@maasstadhospital.com,3.58,80.6
DOC-00004727,Mark,Machado,Surgery,0621295393,13,HOSP-NET-00142,Maasstad Hospital,dr.mark.machado@maasstadhospital.com,2.8,46.81
DOC-00004728,Edward,Tresoldi,Orthopedics,0299260397,8,HOSP-NET-00142,Maasstad Hospital,dr.edward.tresoldi@maasstadhospital.com,2.62,55.3
DOC-00004729,अर्चना,Döring,Surgery,0975679262,10,HOSP-NET-00142,Maasstad Hospital,dr.अर्चना.döring@maasstadhospital.com,2.77,64.96
DOC-00004730,Stanley,木村,Gastroenterology,+33 (0)1 34 38 98 06,11,HOSP-NET-00142,Maasstad Hospital,dr.stanley.木村@maasstadhospital.com,3.29,56.35
DOC-00004731,Steven,Mendes,Pathology,+39 3298923109,8,HOSP-NET-00142,Maasstad Hospital,dr.steven.mendes@maasstadhospital.com,3.47,61.91
DOC-00004732,Karen,آل قصير,Neurology,09674344,7,HOSP-NET-00142,Maasstad Hospital,dr.karen.آل قصير@maasstadhospital.com,2.94,63.03
DOC-00004733,Gordana,Lopes,Orthopedics,21 3631-1396,10,HOSP-NET-00142,Maasstad Hospital,dr.gordana.lopes@maasstadhospital.com,3.13,69.79
DOC-00004734,Tracey,Mcgrath,Infectious Disease,+49(0)4627321390,11,HOSP-NET-00142,Maasstad Hospital,dr.tracey.mcgrath@maasstadhospital.com,3.35,60.28
DOC-00004735,Pedro Henrique,鈴木,Rheumatology,701.256.6134,8,HOSP-NET-00142,Maasstad Hospital,dr.pedro henrique.鈴木@maasstadhospital.com,3.21,72.05
DOC-00004736,秀荣,Cross,Pediatrics,464-783-0467x49474,13,HOSP-NET-00142,Maasstad Hospital,dr.秀荣.cross@maasstadhospital.com,2.82,57.24
DOC-00004737,गुलज़ार,백,Orthopedics,+34 985 07 08 70,27,HOSP-NET-00142,Maasstad Hospital,dr.गुलज़ार.백@maasstadhospital.com,4.37,80.2
DOC-00004738,Paulina,長谷川,Surgery,(051) 1633 0638,5,HOSP-NET-00142,Maasstad Hospital,dr.paulina.長谷川@maasstadhospital.com,2.65,44.99
DOC-00004739,Elisa,الدباغ,Urology,+34946 601 940,10,HOSP-NET-00142,Maasstad Hospital,dr.elisa.الدباغ@maasstadhospital.com,2.77,55.59
DOC-00004740,Annunziata,Giannuzzi,Ophthalmology,18292259665,11,HOSP-NET-00142,Maasstad Hospital,dr.annunziata.giannuzzi@maasstadhospital.com,3.57,64.53
DOC-00004741,欢,贾,Surgery,041-081-7315,13,HOSP-NET-00142,Maasstad Hospital,dr.欢.贾@maasstadhospital.com,3.73,71.69
DOC-00004742,丹丹,آل الشيخ,Orthopedics,+44117 4960640,5,HOSP-NET-00142,Maasstad Hospital,dr.丹丹.آل الشيخ@maasstadhospital.com,2.41,43.67
DOC-00004743,Benjamin,Williams,Orthopedics,15564275676,12,HOSP-NET-00142,Maasstad Hospital,dr.benjamin.williams@maasstadhospital.com,3.64,79.19
DOC-00004744,Janett,वेंकटएसन,Surgery,+33 2 55 96 98 02,7,HOSP-NET-00142,Maasstad Hospital,dr.janett.वेंकटएसन@maasstadhospital.com,3.26,62.88
DOC-00004745,Daniel,Fantoni,Infectious Disease,422-644-8983x22358,12,HOSP-NET-00142,Maasstad Hospital,dr.daniel.fantoni@maasstadhospital.com,3.15,69.81
DOC-00004746,Michael,Tozzi,Orthopedics,+34825 281 452,8,HOSP-NET-00142,Maasstad Hospital,dr.michael.tozzi@maasstadhospital.com,3.04,55.72
DOC-00004747,Félix,सैनी,Gynecology,+34930235848,14,HOSP-NET-00142,Maasstad Hospital,dr.félix.सैनी@maasstadhospital.com,3.66,67.4
DOC-00004748,Jeannine,مهنا,Nephrology,+55 (021) 6629 0140,12,HOSP-NET-00142,Maasstad Hospital,dr.jeannine.مهنا@maasstadhospital.com,2.98,54.46
DOC-00004749,伟,Ramos,Surgery,090-0059-9520,10,HOSP-NET-00142,Maasstad Hospital,dr.伟.ramos@maasstadhospital.com,3.41,77.47
DOC-00004750,香織,鲍,Radiology,288-710-2282,15,HOSP-NET-00142,Maasstad Hospital,dr.香織.鲍@maasstadhospital.com,3.76,76.98
DOC-00004751,Danuta,Boada,Gynecology,+61 7 8187 2580,8,HOSP-NET-00142,Maasstad Hospital,dr.danuta.boada@maasstadhospital.com,3.45,67.95
DOC-00004752,Hans-Gerhard,आचार्य,Gynecology,070-2624-4965,11,HOSP-NET-00142,Maasstad Hospital,dr.hans-gerhard.आचार्य@maasstadhospital.com,3.56,70.58
DOC-00004753,भारत,Evans,Orthopedics,91-1712-8969,3,HOSP-NET-00142,Maasstad Hospital,dr.भारत.evans@maasstadhospital.com,2.57,59.82
DOC-00004754,Gioffre,Wright,Surgery,(276) 797-4753 x925,13,HOSP-NET-00142,Maasstad Hospital,dr.gioffre.wright@maasstadhospital.com,3.26,58.67
DOC-00004755,Ruth,العقيل,Orthopedics,(020)74960510,14,HOSP-NET-00142,Maasstad Hospital,dr.ruth.العقيل@maasstadhospital.com,3.74,70.75
DOC-00004756,विवेक,Martucci,Surgery,044-475-3294,13,HOSP-NET-00142,Maasstad Hospital,dr.विवेक.martucci@maasstadhospital.com,3.55,77.09
DOC-00004757,Panfilo,गुरुंग,Pathology,+49(0)4624 116506,7,HOSP-NET-00142,Maasstad Hospital,dr.panfilo.गुरुंग@maasstadhospital.com,2.46,55.94
DOC-00004758,غوى,da Cunha,Radiology,0695760595,11,HOSP-NET-00142,Maasstad Hospital,dr.غوى.da cunha@maasstadhospital.com,3.39,61.83
DOC-00004759,지연,آل عايض,Surgery,15897818760,10,HOSP-NET-00142,Maasstad Hospital,dr.지연.آل عايض@maasstadhospital.com,2.75,51.47
DOC-00004760,Arsenio,Moore,Ophthalmology,05232937397,14,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.arsenio.moore@cliniquesuniversitai.com,3.09,60.81
DOC-00004761,Steven,Broggini,Pediatrics,(0808) 1570218,10,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.steven.broggini@cliniquesuniversitai.com,3.37,76.28
DOC-00004762,Justin,Ebert,Dermatology,290.868.5285x8493,12,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.justin.ebert@cliniquesuniversitai.com,3.01,50.26
DOC-00004763,Timothée,渡辺,Obstetrics,+33 (0)5 49 04 56 21,4,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.timothée.渡辺@cliniquesuniversitai.com,3.18,63.27
DOC-00004764,Luna,Costa,Infectious Disease,+91 271 4096724,9,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.luna.costa@cliniquesuniversitai.com,3.16,62.12
DOC-00004765,शिव,المهنا,Ophthalmology,+39 052175075,10,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.शिव.المهنا@cliniquesuniversitai.com,2.95,65.67
DOC-00004766,Kathleen,Campos,Pediatrics,310 071 7580,13,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.kathleen.campos@cliniquesuniversitai.com,3.03,59.32
DOC-00004767,زكية,Moreira,Dermatology,+55 (071) 1070 1203,13,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.زكية.moreira@cliniquesuniversitai.com,3.76,78.9
DOC-00004768,جوين,Lopez,Cardiology,11 8555-7417,11,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.جوين.lopez@cliniquesuniversitai.com,2.74,54.24
DOC-00004769,Frank,Canetta,Pediatrics,(04211) 82528,7,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.frank.canetta@cliniquesuniversitai.com,3.29,64.65
DOC-00004770,وليف,Caccianemico,Cardiology,1 (971) 592-6963,12,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.وليف.caccianemico@cliniquesuniversitai.com,3.43,60.84
DOC-00004771,Jonathan,Taylor,Dermatology,+33 2 54 81 61 14,10,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.jonathan.taylor@cliniquesuniversitai.com,3.6,81.01
DOC-00004772,Jordan,Lima,Endocrinology,18164329528,2,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.jordan.lima@cliniquesuniversitai.com,2.81,49.18
DOC-00004773,Anthony,佐藤,Neurology,+55 61 4101-9635,14,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.anthony.佐藤@cliniquesuniversitai.com,3.54,70.58
DOC-00004774,Christopher,West,Dermatology,+39 351919027,11,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.christopher.west@cliniquesuniversitai.com,3.08,59.66
DOC-00004775,Rufina,Endrizzi,Urology,+39 088299369,3,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.rufina.endrizzi@cliniquesuniversitai.com,2.32,52.18
DOC-00004776,유진,鈴木,Pediatrics,+34983 637 755,7,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.유진.鈴木@cliniquesuniversitai.com,2.6,54.82
DOC-00004777,Angelica,Clerc,Cardiology,02 54 16 64 59,11,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.angelica.clerc@cliniquesuniversitai.com,3.15,60.09
DOC-00004778,Charles,Guibert,Cardiology,+61-7-2229-2961,7,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.charles.guibert@cliniquesuniversitai.com,2.53,54.42
DOC-00004779,Lorena,حنبولي,Ophthalmology,033-261-7769,18,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.lorena.حنبولي@cliniquesuniversitai.com,3.27,72.74
DOC-00004780,Guillaume,Tovar,Ophthalmology,070-6223-4794,14,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.guillaume.tovar@cliniquesuniversitai.com,3.74,66.24
DOC-00004781,Ian,Vidoni,Rheumatology,001-836-521-2178,4,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.ian.vidoni@cliniquesuniversitai.com,2.46,42.27
DOC-00004782,Ben,Schleich,Pediatrics,02 5299 0403,5,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.ben.schleich@cliniquesuniversitai.com,3.13,55.87
DOC-00004783,Annegrete,梁,Dermatology,+33 2 22 34 58 88,10,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.annegrete.梁@cliniquesuniversitai.com,2.6,56.65
DOC-00004784,桃子,Villalobos,Ophthalmology,+34828 475 580,9,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.桃子.villalobos@cliniquesuniversitai.com,3.33,73.17
DOC-00004785,Eloah,Oliva,Ophthalmology,062-160-7827,8,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.eloah.oliva@cliniquesuniversitai.com,3.45,73.48
DOC-00004786,Baltasar,이,Ophthalmology,+49(0)9655 99459,11,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.baltasar.이@cliniquesuniversitai.com,3.29,61.89
DOC-00004787,Aurélie,Kramer,Cardiology,05346 507888,5,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.aurélie.kramer@cliniquesuniversitai.com,2.57,43.4
DOC-00004788,은서,Davis,Hematology,+34882995663,12,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.은서.davis@cliniquesuniversitai.com,3.04,69.04
DOC-00004789,보람,مهنا,Dermatology,+34 849694071,3,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.보람.مهنا@cliniquesuniversitai.com,2.22,52.48
DOC-00004790,John,Miller,Dermatology,+49 (0) 6698 670569,4,HOSP-BEL-00143,Cliniques Universitaires Saint-Luc,dr.john.miller@cliniquesuniversitai.com,2.49,51.73
DOC-00004791,Donald,Johnston,Orthopedics,(657)418-2191,14,HOSP-BEL-00144,Erasme Hospital,dr.donald.johnston@erasmehospital.com,3.18,72.67
DOC-00004792,Gilbert,Jones,Pediatrics,062-643-8718,6,HOSP-BEL-00144,Erasme Hospital,dr.gilbert.jones@erasmehospital.com,2.98,50.18
DOC-00004793,현지,Dussen van,Dermatology,1 (436) 691-0233,8,HOSP-BEL-00144,Erasme Hospital,dr.현지.dussen van@erasmehospital.com,2.99,53.42
DOC-00004794,Giulia,Smith,Pediatrics,224-756-4247,24,HOSP-BEL-00144,Erasme Hospital,dr.giulia.smith@erasmehospital.com,4.18,75.09
DOC-00004795,Elena,Moreno,Endocrinology,71 5394 3435,4,HOSP-BEL-00144,Erasme Hospital,dr.elena.moreno@erasmehospital.com,2.5,44.21
DOC-00004796,Renzo,加藤,Dermatology,4225671228,8,HOSP-BEL-00144,Erasme Hospital,dr.renzo.加藤@erasmehospital.com,3.0,64.03
DOC-00004797,晶,石,Orthopedics,010-7426-3003,22,HOSP-BEL-00144,Erasme Hospital,dr.晶.石@erasmehospital.com,3.89,79.89
DOC-00004798,Veit,Hall,Orthopedics,+61.2.9423.9037,12,HOSP-BEL-00144,Erasme Hospital,dr.veit.hall@erasmehospital.com,3.48,63.97
DOC-00004799,정자,Munoz,Ophthalmology,+1 (989) 389-9128,4,HOSP-BEL-00144,Erasme Hospital,dr.정자.munoz@erasmehospital.com,3.09,67.42
DOC-00004800,Lodovico,Munoz,Cardiology,296-497-2638,7,HOSP-BEL-00144,Erasme Hospital,dr.lodovico.munoz@erasmehospital.com,2.89,62.45
